Thepa	Ambtr	Aquco	Mimgu	Medtr	Nelnu	Soltu	Solly	Vitvi	Theca	Frave	Carpa	Arath	Glyma	Poptr
1	1	1	1	1	1	1	1	1	1	5	1	2	2	1
1	1	1	1	0	2	2	2	1	1	1	0	2	0	5
1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
3	1	2	1	0	1	2	2	2	2	2	2	2	4	3
1	1	1	1	2	1	2	1	1	1	2	1	1	1	2
2	2	1	1	1	1	1	1	1	1	1	1	1	3	1
1	1	1	2	2	1	1	1	1	1	2	1	1	2	1
1	1	1	2	1	2	2	2	1	1	1	1	1	4	2
1	1	1	2	0	1	2	0	1	1	1	1	1	2	2
1	1	1	2	1	1	1	1	1	1	1	1	1	0	1
1	1	3	1	1	2	1	1	1	1	1	1	1	2	2
2	1	1	1	2	1	1	1	1	1	2	1	2	2	2
2	1	2	2	1	2	1	2	2	1	2	2	2	4	4
2	2	1	2	3	2	4	4	3	3	2	2	2	5	4
2	1	1	1	2	1	1	1	1	1	1	1	2	2	2
0	1	2	1	0	2	1	1	1	1	1	1	0	3	1
0	1	0	0	0	1	0	0	0	0	0	0	0	0	2
3	2	1	1	2	1	1	1	1	2	1	2	3	4	4
1	1	1	3	2	2	4	2	2	2	2	2	1	2	2
1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
2	1	2	2	3	1	1	1	2	2	2	1	2	6	1
1	1	1	1	0	1	2	1	1	1	1	1	1	3	4
1	1	2	2	0	2	2	2	2	2	2	2	2	4	1
1	1	1	1	1	2	0	1	2	1	1	0	1	1	1
1	1	2	2	1	2	1	1	1	1	0	1	1	3	3
2	2	1	1	1	1	2	1	1	2	1	1	2	5	1
3	1	2	3	2	2	1	1	2	1	2	1	2	3	4
0	2	0	0	0	0	0	0	1	1	2	1	0	0	2
1	1	1	1	1	1	1	1	0	1	0	1	1	2	1
1	1	1	1	0	2	2	1	1	1	1	1	1	2	2
3	1	1	3	1	2	2	1	2	2	1	2	3	5	6
3	2	2	1	1	2	3	2	3	1	1	1	3	6	4
1	1	0	2	0	2	3	2	1	1	1	1	1	2	3
4	3	8	6	4	7	5	5	5	5	3	4	6	16	8
5	2	2	4	4	2	8	5	2	3	3	3	5	7	4
1	1	1	2	2	1	1	1	1	2	1	1	1	5	2
0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
1	1	2	1	1	2	2	1	1	1	2	2	1	1	4
1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
3	1	1	1	2	1	4	2	1	1	1	1	3	4	2
1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
2	1	2	2	5	1	3	2	3	3	2	1	2	7	3
1	2	2	1	1	3	2	2	2	2	2	1	1	5	4
1	1	1	1	1	2	1	1	1	1	1	0	1	2	2
1	1	1	1	1	1	2	2	2	1	1	1	1	0	2
1	1	1	1	1	1	1	1	1	1	0	1	1	2	3
4	1	2	6	4	1	3	3	3	3	2	2	4	6	5
1	1	2	1	1	1	1	1	1	1	1	1	1	2	3
1	1	1	1	2	2	1	1	1	1	1	1	1	3	3
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	2	1	1	1	1	1	1	1	2	3
1	1	0	1	1	2	3	2	1	1	1	1	1	4	2
0	1	8	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	0	0	1	0	0	1	0	31	1	1	0	1
1	1	2	2	2	1	3	1	1	1	1	1	1	3	2
0	1	2	1	0	2	1	1	1	1	1	1	0	2	1
0	1	0	1	1	1	1	1	1	1	1	1	0	2	1
2	1	1	1	1	1	2	1	1	1	0	1	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	2	5	0
2	1	3	1	1	4	2	2	2	2	2	2	2	5	3
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1	1	1	0	1	1	0	0	1	1	0	1	1	5	2
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
0	1	1	1	0	2	1	1	1	1	0	1	0	0	1
1	1	0	1	0	1	1	1	1	1	1	1	1	8	3
1	1	2	1	0	1	1	1	1	1	0	1	1	1	1
1	1	1	1	0	0	1	1	1	1	1	1	1	2	4
0	1	1	2	1	1	3	2	1	1	1	2	1	2	2
0	1	1	1	0	1	0	1	1	0	1	1	0	1	2
1	2	2	1	1	1	1	1	1	1	1	0	1	2	1
0	1	0	0	0	2	0	0	1	1	1	1	0	1	3
1	1	1	1	2	1	1	1	1	0	1	1	1	2	1
1	2	2	1	0	1	3	1	1	1	1	1	1	5	2
1	1	1	2	1	1	1	1	1	1	0	1	1	1	1
1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
7	3	5	8	2	5	7	6	3	5	5	3	7	10	10
1	2	1	1	1	2	1	0	1	1	1	1	1	1	2
1	1	1	2	1	2	0	1	1	1	1	1	1	3	3
1	1	1	1	0	0	3	1	0	1	1	1	1	1	2
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
0	1	1	13	0	0	0	0	0	0	0	0	0	0	0
1	1	5	2	1	1	2	1	1	2	1	2	1	1	1
1	2	2	1	1	2	3	2	2	2	1	1	1	4	4
1	1	2	1	1	2	1	1	1	1	0	1	1	2	1
1	1	1	1	1	3	1	1	1	1	1	1	1	4	2
1	1	2	1	1	2	3	2	2	2	2	1	1	7	4
0	1	1	2	0	1	1	1	1	1	1	1	1	0	2
1	1	1	1	0	1	1	1	1	1	1	1	1	2	1
2	1	1	1	1	0	1	1	1	2	1	1	2	1	2
1	1	2	1	0	1	1	1	1	1	1	1	1	3	2
1	1	0	1	0	1	1	0	0	1	1	1	1	1	0
0	4	0	2	17	8	4	2	7	9	8	3	0	14	12
6	2	4	5	4	3	3	3	4	4	3	4	5	9	6
1	1	4	1	1	1	1	1	1	1	0	1	2	2	2
1	1	1	4	4	2	1	1	1	1	1	1	1	6	2
1	1	3	2	2	1	2	3	2	2	1	1	1	5	4
2	1	1	1	1	1	0	1	1	1	1	1	1	1	2
2	1	1	2	3	3	3	3	4	1	2	2	1	8	4
1	1	0	1	1	1	1	1	1	1	0	0	1	0	1
1	1	0	0	0	0	0	0	1	1	1	0	1	0	1
1	1	1	0	0	1	1	1	1	1	1	0	1	0	2
1	1	1	1	1	1	0	0	1	1	1	1	1	6	4
1	1	1	2	0	1	3	1	1	1	1	1	1	1	3
1	2	1	1	2	2	2	2	1	2	1	2	1	3	2
1	1	1	4	3	1	1	1	1	1	1	1	1	3	2
1	1	1	1	0	1	1	1	1	1	1	1	1	2	1
2	1	2	1	1	1	2	1	1	1	1	2	2	3	2
0	1	0	0	0	0	0	1	0	0	0	1	0	0	1
1	1	1	1	3	2	2	1	1	1	1	1	1	6	4
2	2	2	3	1	1	1	1	2	1	1	1	2	4	2
1	1	2	1	3	1	5	1	1	1	0	1	1	5	2
3	2	2	3	2	1	1	3	3	3	3	2	3	8	3
2	1	2	2	1	2	1	1	2	1	1	1	2	3	2
2	1	1	1	1	1	1	1	1	1	1	1	2	3	2
1	1	1	1	1	1	0	1	1	1	1	1	1	2	1
0	1	1	2	0	1	1	1	1	1	2	1	1	0	2
1	1	1	2	1	2	0	1	1	1	1	1	1	2	2
2	1	1	1	0	1	5	2	1	1	1	1	2	4	3
1	1	1	2	0	1	1	1	1	1	1	1	1	3	2
1	1	3	1	1	2	4	2	1	1	1	1	1	5	2
1	1	1	1	1	1	1	1	1	1	1	2	1	2	5
1	1	1	0	0	1	2	1	2	1	1	1	1	10	2
2	3	2	3	1	1	7	3	1	2	3	1	2	2	3
1	1	1	1	2	1	1	1	1	0	1	2	1	3	1
0	1	0	0	0	0	0	0	1	0	10	1	0	1	3
2	1	2	2	2	2	5	2	2	2	2	2	2	6	3
3	1	1	1	3	2	2	2	0	1	1	1	4	4	1
1	1	2	1	0	2	2	2	1	1	1	1	1	2	2
0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
0	1	1	1	1	2	2	1	1	1	1	1	0	1	1
1	1	1	2	2	2	1	1	1	1	1	1	1	2	1
1	1	0	2	0	1	1	1	1	1	1	1	1	2	1
1	1	1	1	2	2	3	2	2	2	1	0	1	5	6
1	1	1	2	1	1	1	1	1	1	1	1	1	3	3
2	1	1	1	0	2	2	2	2	2	0	1	1	5	3
1	1	1	1	1	1	1	1	0	1	2	1	1	1	1
2	1	1	1	1	2	2	1	1	1	0	1	2	3	2
1	1	1	1	1	1	2	1	1	1	1	1	1	0	1
1	1	1	1	1	1	1	1	1	1	1	1	2	3	2
1	1	1	0	1	2	0	0	1	1	1	1	1	1	2
1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
1	1	1	0	0	1	1	1	1	1	1	1	1	2	2
1	2	3	1	3	2	2	1	2	1	1	1	1	2	2
3	15	1	24	8	4	5	5	1	2	4	1	3	6	3
1	1	1	1	0	1	1	1	1	1	1	0	2	5	1
1	1	1	1	0	1	0	1	1	0	1	1	1	1	1
1	1	1	1	0	1	2	1	1	1	1	1	1	3	1
2	1	1	2	1	2	1	2	1	1	1	1	3	3	2
1	1	3	1	0	2	2	1	2	1	1	2	1	2	6
1	1	1	2	1	2	1	1	2	1	1	1	2	6	3
1	1	1	0	1	1	1	1	1	2	1	1	0	0	1
1	1	1	1	1	2	2	1	1	1	1	1	1	0	1
2	2	2	4	0	1	2	4	2	2	1	1	2	2	4
1	1	1	1	0	1	2	1	1	1	1	1	1	2	1
2	1	1	1	2	1	1	2	1	1	1	1	2	2	2
1	1	1	1	0	0	2	2	0	1	1	1	1	0	1
2	1	1	2	1	2	3	2	1	1	1	1	2	4	1
1	1	1	1	2	2	1	1	1	2	2	2	1	5	2
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
1	1	3	1	2	1	1	1	1	1	1	0	1	3	1
0	1	1	1	1	1	1	0	2	2	2	2	1	12	3
1	1	1	1	1	1	2	1	1	1	1	1	1	2	2
1	1	1	2	1	2	2	2	1	1	1	1	1	1	2
4	2	3	3	1	3	5	3	3	3	3	2	4	14	6
2	1	2	1	1	2	2	2	1	1	1	1	1	4	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	0	2	1	1	1	1	1	1	1	2	1
1	2	4	2	2	3	3	2	2	2	1	2	2	8	4
1	2	1	2	2	1	0	1	2	1	1	2	1	2	1
1	1	1	1	1	2	2	2	2	2	2	2	1	4	3
1	1	1	1	1	1	0	1	1	1	1	1	1	2	2
1	1	2	0	0	0	0	0	0	1	0	0	1	0	1
2	3	2	2	3	1	3	3	2	2	2	2	2	6	4
1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
1	2	2	1	2	2	3	2	1	1	1	1	1	5	4
0	1	1	0	0	2	0	0	0	1	1	1	0	4	0
2	1	2	2	2	2	6	5	1	2	3	1	2	6	3
1	1	1	2	2	1	2	1	1	1	1	1	1	3	3
1	1	1	1	1	1	1	1	1	1	1	0	1	4	2
2	1	2	2	3	0	4	3	0	1	1	1	2	2	2
1	1	1	1	0	1	2	2	1	1	1	2	1	5	2
4	1	2	1	0	2	2	1	2	2	2	1	5	5	4
7	7	12	10	10	10	15	11	15	14	11	10	6	26	24
0	1	1	1	0	0	1	1	0	1	1	1	0	0	2
1	1	1	1	0	1	1	0	1	1	0	1	1	2	1
1	1	1	2	1	0	4	1	2	2	2	1	1	1	2
0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
2	1	1	2	1	1	1	1	1	1	1	1	2	4	2
1	1	1	3	1	1	3	2	2	1	1	1	2	5	3
0	1	1	1	0	0	1	1	1	1	1	1	0	2	1
1	1	2	2	3	1	1	1	1	0	1	1	1	2	2
1	1	1	1	2	2	3	1	1	1	1	1	1	5	0
2	1	1	1	2	1	1	1	1	1	1	1	1	2	1
1	1	2	0	0	2	0	0	1	1	1	1	1	1	5
2	2	1	3	2	3	2	3	2	3	3	3	2	4	5
1	1	1	2	1	3	1	1	1	2	2	2	1	2	2
1	3	2	1	2	2	0	2	3	2	2	2	1	4	3
2	2	3	3	5	2	2	4	3	2	2	2	2	2	6
2	1	1	2	1	1	2	2	1	1	1	1	2	6	2
2	1	1	3	1	1	2	2	1	2	2	2	2	4	3
2	1	1	2	3	1	1	2	1	2	2	2	2	3	4
1	1	1	2	1	1	0	1	1	1	1	1	1	3	5
1	2	2	1	1	1	4	1	1	1	1	1	1	2	1
1	1	1	1	2	1	1	1	1	1	1	2	1	2	2
1	1	1	1	1	1	2	2	1	1	1	1	1	7	2
1	1	1	1	2	1	2	1	1	1	1	1	1	4	2
1	1	1	1	1	2	1	1	1	1	1	2	1	2	2
1	1	0	1	1	1	1	1	2	1	1	1	1	1	2
1	1	1	0	1	1	1	1	1	1	1	1	1	2	2
2	1	2	3	2	1	1	1	3	2	0	0	2	2	8
1	1	1	1	1	1	1	1	1	1	1	1	1	4	1
3	2	2	2	2	2	4	3	2	2	2	1	3	12	2
1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
1	1	1	1	1	2	0	1	1	1	1	1	1	2	2
2	1	1	1	0	1	2	1	1	1	1	1	1	1	1
1	1	2	1	2	1	3	2	1	1	1	1	2	5	2
1	1	0	1	0	0	1	1	0	1	1	1	2	0	2
0	1	2	0	1	2	1	1	1	1	1	1	0	3	2
1	1	2	1	0	1	0	1	1	1	1	0	1	1	1
1	2	4	1	3	4	3	1	6	2	3	3	2	6	3
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
0	1	3	2	2	0	2	2	6	0	0	0	0	2	0
1	1	3	1	1	2	3	1	1	1	2	0	1	3	1
1	2	0	1	1	1	2	1	2	1	1	0	1	3	3
2	1	2	2	6	1	2	3	3	3	3	4	1	7	6
1	1	1	1	1	0	0	1	1	1	1	2	1	2	4
2	1	1	1	1	1	2	2	1	1	1	1	2	5	2
1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	1	1	2	2	3
2	1	1	2	0	1	2	2	1	1	0	1	2	9	2
1	1	1	1	0	2	2	2	1	1	1	2	1	3	1
2	1	1	1	1	2	1	1	1	1	1	1	2	2	2
1	1	1	1	3	1	2	1	1	1	1	1	1	2	1
2	1	2	1	1	1	1	1	1	1	1	1	1	2	4
2	1	1	1	1	1	1	1	1	1	1	2	2	1	2
0	1	1	1	1	0	1	1	1	1	1	1	0	1	1
2	1	1	2	1	1	1	1	1	1	0	1	1	1	1
0	6	2	1	1	3	1	1	1	1	0	1	0	2	1
1	1	1	1	2	1	3	1	2	1	1	2	1	2	1
1	1	1	1	1	1	1	1	0	1	1	1	1	2	1
2	1	1	2	1	0	2	2	2	1	2	0	2	5	1
1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
2	3	1	1	1	2	1	1	0	2	1	0	2	4	3
1	1	1	1	1	2	1	1	1	1	1	1	1	7	3
1	1	2	1	1	1	0	1	1	1	1	1	1	2	1
1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
1	1	1	1	1	3	3	3	2	1	1	1	1	2	2
1	1	1	1	1	1	0	1	1	1	1	1	1	2	2
1	1	2	3	1	1	1	1	1	1	1	1	1	2	2
3	1	0	2	0	2	2	2	1	1	1	1	3	2	2
2	1	1	2	1	1	0	1	1	1	1	1	2	3	2
1	1	1	1	2	2	3	1	1	1	1	1	1	2	2
2	2	1	3	1	3	3	4	1	2	4	2	3	4	3
2	1	1	3	1	2	4	3	2	1	1	1	1	4	4
1	2	1	1	2	3	1	1	1	1	1	1	1	7	2
6	4	4	6	5	8	8	6	3	4	5	3	5	12	9
1	1	1	1	1	1	5	1	1	1	1	1	1	3	2
0	5	6	4	7	10	2	5	1	11	5	1	1	9	18
1	1	1	2	2	2	3	1	1	1	2	1	2	4	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	3	0	2	1	4	1	1	0	1	1	1
1	1	3	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	0	2	3	2	1	1	1	1	1	2	1
1	1	0	1	1	1	1	1	1	1	1	1	1	3	2
2	1	3	1	2	1	1	1	3	2	1	1	4	2	2
2	1	2	1	1	1	0	1	1	1	1	1	2	6	4
1	3	1	1	1	1	1	1	1	1	1	0	1	8	3
0	1	0	2	0	1	0	1	1	1	1	0	0	0	0
1	1	1	1	3	2	1	1	1	1	1	1	1	3	2
1	1	1	2	0	2	1	1	1	1	1	1	1	2	1
1	1	1	1	0	0	1	1	1	1	1	1	1	4	1
1	1	1	2	1	1	2	1	1	2	1	1	1	2	1
3	1	4	3	1	1	2	2	0	2	2	1	4	7	5
6	1	2	2	1	1	2	4	2	5	2	1	4	2	6
1	1	2	1	1	0	0	1	1	1	1	2	1	2	1
1	1	1	1	1	1	3	1	1	1	1	1	1	2	1
1	1	1	1	0	1	1	1	1	1	1	1	1	3	2
2	1	2	2	2	1	3	2	2	1	1	1	2	4	3
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	2	2	1	1	1	1	1	1	4
3	1	1	3	2	1	1	1	1	1	1	1	1	5	2
3	1	1	3	1	1	2	2	1	1	1	1	3	3	3
1	1	1	1	0	2	1	2	1	1	1	1	1	3	2
1	1	1	2	2	1	0	0	1	1	1	1	1	2	2
1	1	1	1	2	1	3	1	1	1	1	1	1	2	1
1	1	1	3	1	1	1	1	3	1	1	1	1	2	2
1	1	1	1	2	1	1	1	1	1	1	1	1	2	2
2	2	2	2	0	1	6	6	2	2	2	2	2	8	3
1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
1	1	1	2	0	1	1	1	1	1	2	0	1	3	2
4	2	3	7	2	2	7	5	4	3	3	1	4	17	5
1	1	1	0	0	1	1	2	1	1	0	0	1	0	4
3	1	2	1	2	2	1	2	2	1	1	1	2	3	2
1	1	1	1	0	2	2	1	1	1	1	1	1	1	2
1	1	1	1	1	1	2	1	1	1	1	1	1	3	2
3	2	1	3	2	1	4	2	1	1	1	1	1	4	2
0	1	0	1	0	1	1	1	0	1	0	0	0	1	1
1	1	1	1	2	1	1	1	1	1	1	1	2	4	2
1	1	3	2	7	1	1	2	1	2	4	1	1	2	5
1	1	1	2	1	2	1	2	1	1	1	1	1	3	3
2	3	2	4	2	2	8	6	2	5	2	1	2	9	4
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	4	1	1	1	1	1	1	1	1	1	2	1
1	1	2	2	2	1	1	1	1	1	1	1	1	4	2
1	1	1	2	1	1	1	0	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
2	1	2	2	1	1	2	1	1	1	1	1	1	3	3
1	1	1	1	2	2	0	1	1	1	1	0	1	2	2
0	2	1	1	0	1	1	1	1	1	0	1	0	0	0
3	1	2	2	5	2	3	4	2	2	2	2	3	13	4
1	1	1	2	1	2	0	2	1	1	1	1	1	2	3
1	1	5	1	2	0	1	3	2	1	1	1	1	1	1
9	5	7	19	13	10	13	13	9	10	13	7	10	24	13
0	1	1	1	0	0	0	0	1	1	0	1	0	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	3
1	2	1	1	2	1	3	1	1	1	1	1	1	2	1
1	1	1	2	3	1	3	3	1	2	1	1	1	3	2
1	1	1	1	2	0	0	1	1	2	1	1	1	2	1
1	1	1	1	0	1	1	1	1	1	1	1	1	2	1
0	1	0	0	3	0	0	2	0	0	0	2	0	0	0
1	1	2	1	1	1	1	1	1	1	1	0	1	2	2
1	1	1	1	0	1	2	1	2	1	1	1	1	3	2
2	1	0	1	1	2	1	1	1	1	1	1	7	1	1
2	1	2	2	3	0	1	1	1	1	1	3	1	3	1
2	1	1	1	3	2	6	5	2	2	2	2	2	5	2
1	1	2	4	3	1	1	1	1	1	2	1	1	4	2
0	1	0	1	2	1	1	1	1	1	0	1	0	1	1
0	1	1	1	2	0	0	1	2	1	1	1	0	1	1
0	1	0	1	1	1	1	1	1	1	0	0	0	0	1
0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0	1	1	0	2	1	2	1	1	1	1	2	1	2	1
1	1	1	1	0	1	1	1	1	1	1	0	1	2	1
1	1	1	1	1	2	3	1	0	4	1	1	1	5	1
0	1	1	1	1	1	1	1	0	0	1	0	0	2	1
0	1	2	3	3	1	3	1	1	1	0	1	0	2	3
2	2	3	1	2	1	3	3	1	2	1	2	2	4	3
1	1	1	2	2	1	0	1	1	1	0	1	1	2	1
5	1	4	3	4	2	4	5	3	4	7	3	3	5	5
1	1	2	1	0	2	3	2	1	1	2	1	2	2	2
1	1	2	2	1	2	1	1	1	1	1	1	1	2	2
1	1	1	1	0	1	3	1	1	1	2	1	0	2	0
1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	1	1	2	1	2
1	1	2	1	0	1	2	2	2	1	1	1	2	4	2
1	1	3	1	0	1	1	1	1	1	1	1	1	3	4
1	1	1	1	1	1	0	1	0	1	1	0	1	1	1
1	1	1	1	2	1	2	1	1	1	1	1	1	1	2
8	4	8	10	7	6	13	10	7	7	6	5	7	23	12
1	1	1	1	1	0	1	1	1	1	1	1	1	3	1
1	1	1	1	1	2	4	1	1	1	1	1	1	6	2
1	1	3	1	1	2	1	1	1	1	1	1	1	2	5
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	1	1	0	0	2	0	0	0	0	0	0	0	0	0
2	1	3	1	1	1	2	1	1	0	1	1	2	2	2
4	1	3	2	1	3	5	3	1	3	4	3	3	9	3
1	1	0	2	0	1	0	1	1	1	1	1	1	3	1
0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
1	1	1	1	0	2	1	1	1	1	1	0	2	1	2
1	1	1	1	3	1	2	1	1	1	1	1	1	2	1
1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
14	4	8	11	7	7	14	14	10	10	9	8	16	24	12
1	1	2	1	1	2	1	1	1	1	1	1	2	2	2
1	2	1	1	0	1	1	1	1	1	1	1	1	2	3
1	1	2	1	0	1	1	1	1	1	1	1	1	4	3
1	1	1	0	0	1	2	1	1	1	1	0	2	6	1
1	1	2	1	2	0	0	1	1	1	1	2	1	3	2
1	1	1	1	1	1	1	1	3	1	0	1	1	1	1
1	1	2	2	0	2	2	3	3	2	2	1	1	3	2
1	1	1	1	1	1	0	1	1	1	1	1	1	5	1
1	2	3	1	1	1	1	1	1	2	1	1	1	5	1
3	2	8	6	12	4	6	3	3	4	2	2	4	22	8
0	1	1	1	1	1	2	1	1	1	1	0	1	3	1
1	1	2	1	2	1	1	1	1	1	1	1	1	1	2
9	2	6	4	7	4	10	5	4	4	5	4	10	15	9
1	1	2	3	1	0	1	1	1	0	1	1	2	4	2
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
2	4	2	3	3	3	3	2	3	3	2	3	2	9	6
1	1	2	2	3	3	2	2	2	2	2	2	1	8	2
2	1	1	1	0	0	1	1	1	1	1	1	2	1	1
1	2	5	1	0	2	3	2	2	1	2	2	1	2	5
2	1	1	2	1	2	1	1	2	1	1	1	1	6	3
1	1	3	0	6	2	1	1	3	1	2	1	1	2	7
0	2	1	1	1	2	1	1	2	0	1	1	0	2	1
1	1	3	2	0	1	2	2	1	0	1	1	1	2	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	1	1	0	0	2	0	0	1	0	0	0	0	0	0
1	1	2	1	0	1	1	1	1	1	2	1	1	2	2
0	1	2	3	2	8	4	3	2	1	1	1	0	2	3
1	1	1	1	0	1	2	1	1	1	1	1	1	3	2
1	1	1	0	2	2	1	2	1	1	1	1	1	2	2
1	1	1	1	1	2	0	2	1	1	1	1	1	3	1
3	1	2	1	0	2	2	4	13	5	1	1	3	0	4
0	1	1	1	1	1	1	1	1	1	1	0	1	2	1
2	1	1	2	1	1	1	1	1	1	1	1	2	2	2
2	1	1	1	1	1	3	3	2	2	1	2	2	6	4
2	1	3	2	1	1	0	1	1	1	1	1	2	8	2
1	1	1	1	1	2	4	2	1	1	1	1	1	5	2
1	1	1	1	0	1	1	1	1	2	0	1	1	1	1
1	1	2	2	2	2	3	2	2	1	1	1	1	4	2
1	1	1	1	1	0	1	1	1	2	1	1	1	2	2
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
2	1	4	1	1	1	3	2	0	1	1	1	2	4	2
2	1	1	1	1	2	2	2	1	2	1	2	2	2	2
1	1	1	1	0	2	1	1	1	1	1	1	1	2	1
1	1	2	2	1	2	1	1	3	2	1	1	1	2	2
2	1	1	1	1	1	1	1	1	1	1	1	2	6	1
1	1	1	2	1	2	1	1	1	0	2	1	1	2	1
3	2	4	1	7	2	4	3	2	2	2	1	3	3	3
1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
3	1	2	2	3	2	5	5	2	2	2	2	3	7	3
2	1	1	1	0	1	2	1	1	1	1	1	1	2	1
1	1	1	1	1	2	1	1	1	1	0	1	1	2	1
1	1	5	1	2	2	1	1	1	1	1	1	2	6	1
1	1	1	1	1	1	1	1	0	1	1	1	1	1	2
2	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1	1	1	1	2	0	0	2	1	2	1	1	1	4	2
1	1	0	1	0	0	1	1	0	1	0	1	1	4	2
1	2	1	1	2	1	2	2	1	1	1	3	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	0	1
1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	0	0	1	1	1	0	1	2	3	1
3	1	1	4	3	1	5	5	2	4	3	1	3	15	6
1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
1	1	1	1	0	1	2	1	2	1	1	1	1	8	1
1	1	2	1	2	1	1	1	1	1	1	1	1	2	1
0	1	1	0	1	0	1	1	0	1	1	1	0	2	1
1	1	1	1	2	2	0	1	0	1	1	1	1	2	2
1	1	1	3	1	2	1	1	1	1	1	1	1	3	2
1	1	1	0	2	2	2	2	1	2	1	1	1	6	3
1	1	1	2	0	1	2	1	1	1	1	1	1	4	2
1	1	1	1	0	2	2	1	1	1	1	1	1	2	2
0	1	1	0	0	1	1	1	1	0	1	1	0	0	2
1	1	0	1	1	1	1	1	1	1	1	1	1	2	3
1	1	1	1	0	2	2	2	1	1	1	1	1	2	1
1	1	1	3	1	2	3	2	2	2	2	2	1	3	4
1	2	6	2	1	1	1	1	1	2	1	2	2	1	4
1	1	1	0	0	1	1	1	1	1	1	1	1	2	1
1	1	1	1	0	1	1	1	1	1	1	1	1	2	4
1	1	2	1	1	1	1	1	1	1	1	1	1	2	4
1	1	1	1	2	1	2	1	1	2	1	1	1	2	0
1	2	2	1	1	2	0	1	3	5	1	0	1	3	1
3	1	1	4	2	3	3	5	2	3	4	1	4	5	5
2	1	3	5	3	1	3	3	2	2	1	1	2	9	4
3	4	3	2	5	1	4	3	3	4	4	4	3	1	3
1	1	1	2	0	0	6	3	1	1	1	1	1	4	1
0	1	1	0	0	1	2	1	1	1	0	1	0	0	2
1	1	1	1	1	1	1	1	1	0	1	1	1	2	1
16	14	12	15	17	21	22	17	16	14	13	13	16	35	34
1	1	1	2	0	1	2	1	1	1	1	1	1	2	2
2	1	1	1	2	2	3	1	1	1	3	1	1	3	2
0	1	1	1	0	1	1	1	0	1	1	1	0	0	2
1	2	1	1	1	1	1	1	1	1	1	1	1	2	2
3	2	5	2	5	1	3	1	0	1	3	1	2	5	2
0	1	0	0	0	2	1	0	1	1	0	1	0	2	1
0	1	1	1	0	1	1	1	1	0	0	0	0	0	1
1	1	1	1	2	1	1	1	1	1	1	1	2	2	2
1	1	1	2	1	0	0	1	1	1	1	1	1	3	4
